"Business_Failure","Revenue","Net_Profit","Debt_Ratio","Market_Share","Age_of_Business","Location_Type","Customer_Satisfaction","Innovation_Index","Rent_Cost","Regulation_Compliance","Number_of_Employees","Social_Media_Followers","Number_of_Branches","CEO_Tenure","Local_Unemployment_Rate","Global_Economic_Growth","Industry_Average_Profit_Margin","Company_ID","Median_Work_Experience"
0,2373918.415,217018.6022,0.81,0.212578555,21,"Suburban",1.698443668,33.60122597,70690.26616,1,333,4622,18,7,10.27873779,-2.448846067,18.47282879,814,11.3
0,9702296.674,1875764.004,0.89,0.032757934,20,"Suburban",2.289041575,42.93051715,34456.61153,1,220,872219,18,18,1.510110754,-1.008682976,19.56381105,815,19.9
0,8034420.977,933576.2612,0.39,0.232987299,19,"Rural",4.897219852,57.59202518,31688.03351,1,398,428635,1,12,14.45132373,3.076620777,8.881292233,816,10.41
0,9652757.781,1287498.495,0.52,0.242579241,11,"Suburban",4.945312694,90.38478806,93321.76948,1,342,382578,14,16,8.385263859,4.664784551,12.63965709,817,13.64
1,4891369.602,460998.3296,0.34,0.230561621,17,"Urban",3.050420212,40.0539785,25598.38392,1,286,944147,8,1,11.0917885,1.359502305,2.082241244,818,0
1,1205939.789,123635.2813,1,0.0350758,22,"Rural",4.737079166,98.13198838,64610.6517,1,172,118676,2,15,17.98196111,2.821012255,23.29395232,819,5.29
0,5491812.72,858361.6012,0.75,0.193528479,12,"Urban",3.090922712,76.14377676,28237.64798,1,468,496436,15,7,5.878017718,0.328248613,25.27588555,820,14.3
0,4544522.308,524504.7422,1,0.250463114,4,"Urban",2.166352513,51.63662363,51207.24438,1,236,903951,34,17,5.565028837,1.248231421,6.777866141,821,14.57
1,8405918.654,1468779.715,0.2,0.173628667,3,"Rural",2.067597152,64.75861727,78842.99637,1,475,161645,36,3,6.000657579,4.880866567,6.841874974,822,6.3
0,999994.4679,-62797.18931,0.77,0.194275805,13,"Urban",4.718022821,11.12019294,88290.52983,1,166,794231,1,11,7.424051834,-0.615811353,2.219055664,823,8.36
0,4846190.161,149812.2648,0.78,0.13805068,7,"Suburban",1.689785556,84.6076316,84031.02679,1,187,68265,21,6,3.039725518,-4.33745303,29.14113086,824,8.47
0,1460037.306,93536.35406,0.68,0.159083489,8,"Rural",3.318529833,58.65338805,58635.89288,1,170,433771,42,6,14.24717356,4.570069178,24.40841048,825,13.48
0,3203134.435,514173.0969,1,0.011278681,24,"Urban",3.222100272,98.62068054,25632.81522,1,52,600080,1,15,4.940575639,2.930617209,11.46039288,826,8.71
0,7364985.83,403796.3187,0.52,0.192049944,18,"Suburban",3.958486739,64.00644563,66462.10494,1,319,541829,32,7,18.5967692,-1.016896321,14.97533987,827,8.91
0,4740415.987,328375.7554,0.16,0.025352717,2,"Suburban",2.99697163,83.57704674,71280.59953,1,189,30816,20,11,5.098039964,4.823950536,9.467041859,828,8.38
0,3897860.663,67156.15306,0.68,0.131069364,4,"Urban",2.089142643,80.17651154,2058.507021,1,120,586563,47,17,5.857198557,-1.544642497,18.32007508,829,14.75
1,3961287.021,150309.2355,0.67,0.088503874,20,"Suburban",1.677585999,35.200654,44481.84058,0,105,6934,36,18,6.643384347,-1.27879804,21.80194396,830,0.65
1,4609519.22,611965.8556,0.72,0.164082957,17,"Rural",3.483275214,26.7014519,84482.94224,1,162,516953,39,19,15.60222384,1.097313532,13.97368586,831,2.62
0,7824717.437,908221.33,0.22,0.040891484,0,"Urban",3.875963027,43.61886476,49469.17203,1,295,261709,30,8,9.124523261,-2.256526138,26.33423161,832,9.13
1,9075199.769,737553.6268,0.61,0.207801377,7,"Suburban",3.278085115,47.2568931,31826.16877,1,41,18279,7,20,16.56735786,1.985714851,15.99375,833,15.31
1,9507596.129,973630.6303,0.17,0.23870845,18,"Suburban",3.953405108,24.76838549,87307.97933,0,377,288463,22,8,15.91222053,-3.47149696,5.183344803,834,5.85
1,7847479.342,370541.0315,0.33,0.04984298,16,"Urban",1.56608481,89.56518946,16432.18906,1,364,103253,50,11,18.66031803,-3.919746806,19.0464499,835,0.93
